x,y,STATION_NAME,CLIMATE_IDENTIFIER,ID,LOCAL_DATE,PROVINCE_CODE,LOCAL_YEAR,LOCAL_MONTH,LOCAL_DAY,MEAN_TEMPERATURE,MEAN_TEMPERATURE_FLAG,MIN_TEMPERATURE,MIN_TEMPERATURE_FLAG,MAX_TEMPERATURE,MAX_TEMPERATURE_FLAG,TOTAL_PRECIPITATION,TOTAL_PRECIPITATION_FLAG,TOTAL_RAIN,TOTAL_RAIN_FLAG,TOTAL_SNOW,TOTAL_SNOW_FLAG,SNOW_ON_GROUND,SNOW_ON_GROUND_FLAG,DIRECTION_MAX_GUST,DIRECTION_MAX_GUST_FLAG,SPEED_MAX_GUST,SPEED_MAX_GUST_FLAG,COOLING_DEGREE_DAYS,COOLING_DEGREE_DAYS_FLAG,HEATING_DEGREE_DAYS,HEATING_DEGREE_DAYS_FLAG,MIN_REL_HUMIDITY,MIN_REL_HUMIDITY_FLAG,MAX_REL_HUMIDITY,MAX_REL_HUMIDITY_FLAG
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2003.5.3,2003-05-03 00:00:00,AB,2003,5,3,0.1,,-3.1,,3.3,,3,,0,,3,,3,,,,,,0,,17.9,,,,,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2003.5.4,2003-05-04 00:00:00,AB,2003,5,4,-0.4,,-2.4,,1.6,,0.2,,0,,0.2,,0,,,,,,0,,18.4,,,,,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2003.5.5,2003-05-05 00:00:00,AB,2003,5,5,-0.4,,-1.3,,0.5,,13.2,,0,,13.2,,2,,,,,,0,,18.4,,,,,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2003.5.6,2003-05-06 00:00:00,AB,2003,5,6,0,,-0.9,,0.9,,18.6,,0.8,,16,,14,,,,,,0,,18,,,,,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2003.5.7,2003-05-07 00:00:00,AB,2003,5,7,1.6,,0.5,,2.7,,2.8,,2.8,,0,,11,,,,,,0,,16.4,,,,,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2003.5.8,2003-05-08 00:00:00,AB,2003,5,8,2.7,,1.6,,3.7,,2.4,,2.4,,0,,2,,,,,,0,,15.3,,,,,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2003.5.9,2003-05-09 00:00:00,AB,2003,5,9,6.7,,2.5,,10.9,,0,,0,,0,,0,,,,,,0,,11.3,,,,,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2003.5.10,2003-05-10 00:00:00,AB,2003,5,10,6.9,,-0.7,,14.4,,0,,0,,0,,0,,,,,,0,,11.1,,,,,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2003.5.11,2003-05-11 00:00:00,AB,2003,5,11,11.7,,4.4,,18.9,,0,,0,,0,,0,,,,,,0,,6.3,,,,,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2003.5.12,2003-05-12 00:00:00,AB,2003,5,12,13.6,,5.8,,21.3,,0,,0,,0,,0,,,,,,0,,4.4,,,,,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2003.5.13,2003-05-13 00:00:00,AB,2003,5,13,14.1,,7.3,,20.8,,0,,0,,0,,0,,,,,,0,,3.9,,,,,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2003.5.14,2003-05-14 00:00:00,AB,2003,5,14,15.4,,7.4,,23.3,,0,,0,,0,,0,,,,,,0,,2.6,,,,,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2003.5.15,2003-05-15 00:00:00,AB,2003,5,15,9.5,,5.1,,13.8,,2,,2,,0,,0,,,,,,0,,8.5,,,,,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2003.5.16,2003-05-16 00:00:00,AB,2003,5,16,8.6,,3.8,,13.3,,0.4,,0.4,,0,,0,,,,,,0,,9.4,,,,,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2003.5.17,2003-05-17 00:00:00,AB,2003,5,17,4.3,,1.7,,6.9,,0,T,0,T,0,T,0,,,,,,0,,13.7,,,,,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2003.5.18,2003-05-18 00:00:00,AB,2003,5,18,6.6,,1.1,,12,,0,,0,,0,,0,,,,,,0,,11.4,,,,,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2003.5.19,2003-05-19 00:00:00,AB,2003,5,19,8.6,,0.1,,17,,0,,0,,0,,0,,,,,,0,,9.4,,,,,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2003.5.20,2003-05-20 00:00:00,AB,2003,5,20,9.6,,1,,18.1,,0,,0,,0,,0,,,,,,0,,8.4,,,,,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2003.5.21,2003-05-21 00:00:00,AB,2003,5,21,12.3,,7.2,,17.3,,0,T,0,T,0,,0,,,,,,0,,5.7,,,,,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2003.5.22,2003-05-22 00:00:00,AB,2003,5,22,15.9,E,10.8,E,21,,0,,0,,0,,0,,,,,,0,E,2.1,E,,,,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2003.5.23,2003-05-23 00:00:00,AB,2003,5,23,17.4,,11.6,,23.1,,0,T,0,T,0,,0,,,,,,0,,0.6,,,,,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2003.5.24,2003-05-24 00:00:00,AB,2003,5,24,20.5,,12.5,,28.4,,0,,0,,0,,0,,,,,,2.5,,0,,,,,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2003.5.25,2003-05-25 00:00:00,AB,2003,5,25,20.4,,15,,25.8,,0,T,0,T,0,,0,,,,,,2.4,,0,,,,,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2003.5.26,2003-05-26 00:00:00,AB,2003,5,26,15.6,,11.6,,19.6,,5,,5,,0,,0,,,,,,0,,2.4,,,,,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2003.5.27,2003-05-27 00:00:00,AB,2003,5,27,16,,10.1,,21.9,,0,T,0,T,0,,0,,,,,,0,,2,,,,,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2003.5.28,2003-05-28 00:00:00,AB,2003,5,28,17.3,,9,,25.5,,0,T,0,T,0,,0,,,,,,0,,0.7,,,,,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2003.5.29,2003-05-29 00:00:00,AB,2003,5,29,15.6,,10.9,,20.3,,0,T,0,T,0,,0,,,,,,0,,2.4,,,,,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2003.5.30,2003-05-30 00:00:00,AB,2003,5,30,15.3,,6.9,,23.7,,0,,0,,0,,0,,,,,,0,,2.7,,,,,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2003.5.31,2003-05-31 00:00:00,AB,2003,5,31,18.7,,13.7,,23.7,,0,,0,,0,,0,,,,,,0.7,,0,,,,,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2003.6.1,2003-06-01 00:00:00,AB,2003,6,1,15.8,,12.8,,18.8,,0.4,,0.4,,0,,0,,,,,,0,,2.2,,,,,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2003.6.2,2003-06-02 00:00:00,AB,2003,6,2,11.1,,7.7,,14.4,,0.4,,0.4,,0,,0,,,,,,0,,6.9,,,,,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2003.6.3,2003-06-03 00:00:00,AB,2003,6,3,10,,6.5,,13.4,,23.4,E,23.4,E,0,,0,,,,,,0,,8,,,,,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2003.6.4,2003-06-04 00:00:00,AB,2003,6,4,15.3,,9.7,,20.8,,0,,0,,0,,0,,,,,,0,,2.7,,,,,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2003.6.5,2003-06-05 00:00:00,AB,2003,6,5,12.2,,8.5,,15.8,,0,T,0,T,0,,0,,,,,,0,,5.8,,,,,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2003.6.6,2003-06-06 00:00:00,AB,2003,6,6,9.3,,5.9,,12.7,,0,T,0,T,0,,0,,,,,,0,,8.7,,,,,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2003.6.7,2003-06-07 00:00:00,AB,2003,6,7,13.9,,5.1,,22.6,,0,,0,,0,,0,,,,,,0,,4.1,,,,,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2003.6.8,2003-06-08 00:00:00,AB,2003,6,8,15.7,,10.8,,20.5,,0.2,,0.2,,0,,0,,,,,,0,,2.3,,,,,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2003.6.9,2003-06-09 00:00:00,AB,2003,6,9,10.2,,5.2,,15.1,,0,,0,,0,,0,,,,,,0,,7.8,,,,,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2003.6.10,2003-06-10 00:00:00,AB,2003,6,10,13.4,,9.8,,17,,0,,0,,0,,0,,,,,,0,,4.6,,,,,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2003.6.11,2003-06-11 00:00:00,AB,2003,6,11,13.9,,9.4,,18.4,,0.8,,0.8,,0,,0,,,,,,0,,4.1,,,,,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2003.6.12,2003-06-12 00:00:00,AB,2003,6,12,15.3,,7.5,,23,,0,,0,,0,,0,,,,,,0,,2.7,,,,,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2003.6.13,2003-06-13 00:00:00,AB,2003,6,13,18.7,,11.9,,25.5,,0,T,0,T,0,,0,,,,,,0.7,,0,,,,,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2003.6.14,2003-06-14 00:00:00,AB,2003,6,14,16.3,,10.8,,21.7,,2.4,,2.4,,0,,0,,,,,,0,,1.7,,,,,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2003.6.15,2003-06-15 00:00:00,AB,2003,6,15,15.7,,10.5,,20.9,,0,T,0,T,0,,0,,,,,,0,,2.3,,,,,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2003.6.16,2003-06-16 00:00:00,AB,2003,6,16,16.9,,10.1,,23.6,,0,,0,,0,,0,,,,,,0,,1.1,,,,,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2003.6.17,2003-06-17 00:00:00,AB,2003,6,17,18.1,,10.7,,25.5,,0,,0,,0,,0,,,,,,0.1,,0,,,,,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2003.6.18,2003-06-18 00:00:00,AB,2003,6,18,23.8,,16.8,,30.8,,1,,1,,0,,0,,,,,,5.8,,0,,,,,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2003.6.19,2003-06-19 00:00:00,AB,2003,6,19,16.4,,13.1,,19.6,,0.6,,0.6,,0,,0,,,,,,0,,1.6,,,,,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2003.6.20,2003-06-20 00:00:00,AB,2003,6,20,12.9,,9.8,,15.9,,5.6,,5.6,,0,,0,,,,,,0,,5.1,,,,,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2003.6.21,2003-06-21 00:00:00,AB,2003,6,21,8.6,,6.4,,10.8,,3.2,E,3.2,E,0,,0,,,,,,0,,9.4,,,,,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2003.6.22,2003-06-22 00:00:00,AB,2003,6,22,7.6,,5.3,,9.9,,12.6,E,12.6,E,0,,0,,,,,,0,,10.4,,,,,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2003.6.23,2003-06-23 00:00:00,AB,2003,6,23,9.9,,6.1,,13.7,,4,E,4,E,0,,0,,,,,,0,,8.1,,,,,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2003.6.24,2003-06-24 00:00:00,AB,2003,6,24,12.3,,4.9,,19.6,,0,,0,,0,,0,,,,,,0,,5.7,,,,,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2003.6.25,2003-06-25 00:00:00,AB,2003,6,25,16,,8.9,,23,,0,,0,,0,,0,,,,,,0,,2,,,,,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2003.6.26,2003-06-26 00:00:00,AB,2003,6,26,17,,12.5,,21.5,,0.2,,0.2,,0,,0,,,,,,0,,1,,,,,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2003.6.27,2003-06-27 00:00:00,AB,2003,6,27,16.1,,11.8,,20.4,,0,T,0,T,0,,0,,,,,,0,,1.9,,,,,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2003.6.28,2003-06-28 00:00:00,AB,2003,6,28,16.1,,8.8,,23.3,,0,,0,,0,,0,,,,,,0,,1.9,,,,,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2003.6.29,2003-06-29 00:00:00,AB,2003,6,29,21.7,,13.9,,29.5,,0,,0,,0,,0,,,,,,3.7,,0,,,,,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2003.6.30,2003-06-30 00:00:00,AB,2003,6,30,21.1,,12.2,,29.9,,0.6,,0.6,,0,,0,,,,,,3.1,,0,,,,,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2003.7.1,2003-07-01 00:00:00,AB,2003,7,1,17.7,,10.9,,24.5,,2.8,,2.8,,0,,0,,,,,,0,,0.3,,,,,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2003.7.2,2003-07-02 00:00:00,AB,2003,7,2,15.3,,10.3,,20.2,,0.6,,0.6,,0,,0,,,,,,0,,2.7,,,,,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2003.7.3,2003-07-03 00:00:00,AB,2003,7,3,15.2,,10,,20.3,,3.6,,3.6,,0,,0,,,,,,0,,2.8,,,,,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2003.7.4,2003-07-04 00:00:00,AB,2003,7,4,17.1,,12.9,,21.2,,0.2,,0.2,,0,,0,,,,,,0,,0.9,,,,,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2003.7.5,2003-07-05 00:00:00,AB,2003,7,5,13.8,,10.2,,17.4,,12.4,,12.4,,0,,0,,,,,,0,,4.2,,,,,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2003.7.6,2003-07-06 00:00:00,AB,2003,7,6,12.3,,9.1,,15.4,,1.8,,1.8,,0,,0,,,,,,0,,5.7,,,,,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2003.7.7,2003-07-07 00:00:00,AB,2003,7,7,13.8,,8.4,,19.2,,0,,0,,0,,0,,,,,,0,,4.2,,,,,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2003.7.8,2003-07-08 00:00:00,AB,2003,7,8,17.1,,12.8,,21.4,,2.8,,2.8,,0,,0,,,,,,0,,0.9,,,,,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2003.7.9,2003-07-09 00:00:00,AB,2003,7,9,16.7,,10.8,,22.5,,0,,0,,0,,0,,,,,,0,,1.3,,,,,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2003.7.10,2003-07-10 00:00:00,AB,2003,7,10,18.2,,12.1,,24.2,,0,,0,,0,,0,,,,,,0.2,,0,,,,,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2003.7.11,2003-07-11 00:00:00,AB,2003,7,11,20.5,E,12.9,E,28,E,0,,0,,0,,0,,,,,,2.5,E,0,E,,,,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2003.7.12,2003-07-12 00:00:00,AB,2003,7,12,22.7,,16.5,,28.8,,0,,0,,0,,0,,,,,,4.7,,0,,,,,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2003.7.13,2003-07-13 00:00:00,AB,2003,7,13,19.1,,14.6,,23.5,,0.2,,0.2,,0,,0,,,,,,1.1,,0,,,,,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2003.7.14,2003-07-14 00:00:00,AB,2003,7,14,18.9,,13.7,,24,,0.2,,0.2,,0,,0,,,,,,0.9,,0,,,,,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2003.7.15,2003-07-15 00:00:00,AB,2003,7,15,19.4,,13.7,,25.1,,0,,0,,0,,0,,,,,,1.4,,0,,,,,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2003.7.16,2003-07-16 00:00:00,AB,2003,7,16,22.4,,16.1,,28.7,,2,,2,,0,,0,,,,,,4.4,,0,,,,,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2003.7.17,2003-07-17 00:00:00,AB,2003,7,17,18.4,,13,,23.7,,0.4,,0.4,,0,,0,,,,,,0.4,,0,,,,,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2003.7.18,2003-07-18 00:00:00,AB,2003,7,18,18.6,,11.4,,25.7,,0,,0,,0,,0,,,,,,0.6,,0,,,,,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2003.7.19,2003-07-19 00:00:00,AB,2003,7,19,20.2,,14.7,,25.6,,0,,0,,0,,0,,,,,,2.2,,0,,,,,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2003.7.20,2003-07-20 00:00:00,AB,2003,7,20,19.5,,14.7,,24.2,,0.2,,0.2,,0,,0,,,,,,1.5,,0,,,,,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2003.7.21,2003-07-21 00:00:00,AB,2003,7,21,20.3,,12.8,,27.8,,0,,0,,0,,0,,,,,,2.3,,0,,,,,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2003.7.22,2003-07-22 00:00:00,AB,2003,7,22,23.4,,16.5,,30.2,,0,,0,,0,,0,,,,,,5.4,,0,,,,,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2003.7.23,2003-07-23 00:00:00,AB,2003,7,23,22,,16.2,,27.8,,0.2,,0.2,,0,,0,,,,,,4,,0,,,,,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2003.7.24,2003-07-24 00:00:00,AB,2003,7,24,15.8,,12.2,,19.4,,24.8,,24.8,,0,,0,,,,,,0,,2.2,,,,,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2003.7.25,2003-07-25 00:00:00,AB,2003,7,25,15.4,,11.1,,19.6,,7.2,,7.2,,0,,0,,,,,,0,,2.6,,,,,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2003.7.26,2003-07-26 00:00:00,AB,2003,7,26,17.9,,9.5,,26.3,,0,,0,,0,,0,,,,,,0,,0.1,,,,,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2003.7.27,2003-07-27 00:00:00,AB,2003,7,27,22.3,,14.1,,30.5,,0,,0,,0,,0,,,,,,4.3,,0,,,,,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2003.7.28,2003-07-28 00:00:00,AB,2003,7,28,20,,14.4,,25.6,,0,,0,,0,,0,,,,,,2,,0,,,,,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2003.7.29,2003-07-29 00:00:00,AB,2003,7,29,19,,12.3,,25.6,,0,,0,,0,,0,,,,,,1,,0,,,,,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2003.7.30,2003-07-30 00:00:00,AB,2003,7,30,21.2,,13.3,,29.1,,0,,0,,0,,0,,,,,,3.2,,0,,,,,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2003.7.31,2003-07-31 00:00:00,AB,2003,7,31,23.4,,16,,30.7,,0,,0,,0,,0,,,,,,5.4,,0,,,,,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2003.8.1,2003-08-01 00:00:00,AB,2003,8,1,25.4,,18.3,,32.5,,0,,0,,0,,0,,,,,,7.4,,0,,,,,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2003.8.2,2003-08-02 00:00:00,AB,2003,8,2,20,,14.4,,25.6,,0,,0,,0,,0,,,,,,2,,0,,,,,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2003.8.3,2003-08-03 00:00:00,AB,2003,8,3,19.7,,13,,26.4,,0,,0,,0,,0,,,,,,1.7,,0,,,,,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2003.8.4,2003-08-04 00:00:00,AB,2003,8,4,18.6,,15,,22.1,,0,,0,,0,,0,,,,,,0.6,,0,,,,,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2003.8.5,2003-08-05 00:00:00,AB,2003,8,5,20.6,,14.4,,26.7,,0,,0,,0,,0,,,,,,2.6,,0,,,,,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2003.8.6,2003-08-06 00:00:00,AB,2003,8,6,19.7,,13.9,,25.5,,2,,2,,0,,0,,,,,,1.7,,0,,,,,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2003.8.7,2003-08-07 00:00:00,AB,2003,8,7,20.1,,14,,26.2,,48.2,,48.2,,0,,0,,,,,,2.1,,0,,,,,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2003.8.8,2003-08-08 00:00:00,AB,2003,8,8,18.2,,13.3,,23.1,,4.2,,4.2,,0,,0,,,,,,0.2,,0,,,,,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2003.8.9,2003-08-09 00:00:00,AB,2003,8,9,21.8,,15.5,,28,,0,,0,,0,,0,,,,,,3.8,,0,,,,,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2003.8.10,2003-08-10 00:00:00,AB,2003,8,10,16.5,,11.3,,21.6,,1.2,,1.2,,0,,0,,,,,,0,,1.5,,,,,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2003.8.11,2003-08-11 00:00:00,AB,2003,8,11,15.8,,12.4,,19.1,,0.2,,0.2,,0,,0,,,,,,0,,2.2,,,,,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2003.8.12,2003-08-12 00:00:00,AB,2003,8,12,18.3,,11.6,,25,,9,,9,,0,,0,,,,,,0.3,,0,,,,,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2003.8.13,2003-08-13 00:00:00,AB,2003,8,13,18.7,,10.5,,26.9,,0.2,,0.2,,0,,0,,,,,,0.7,,0,,,,,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2003.8.14,2003-08-14 00:00:00,AB,2003,8,14,19.7,,11.9,,27.5,,0,,0,,0,,0,,,,,,1.7,,0,,,,,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2003.8.15,2003-08-15 00:00:00,AB,2003,8,15,21.9,,13,,30.7,,0,,0,,0,,0,,,,,,3.9,,0,,,,,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2003.8.16,2003-08-16 00:00:00,AB,2003,8,16,20.9,,16.4,,25.4,,0,,0,,0,,0,,,,,,2.9,,0,,,,,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2003.8.17,2003-08-17 00:00:00,AB,2003,8,17,19.8,,13.2,,26.3,,0,,0,,0,,0,,,,,,1.8,,0,,,,,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2003.8.18,2003-08-18 00:00:00,AB,2003,8,18,22.4,,13.7,,31.1,,0,,0,,0,,0,,,,,,4.4,,0,,,,,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2003.8.19,2003-08-19 00:00:00,AB,2003,8,19,15.8,,10.3,,21.3,,0.2,,0.2,,0,,0,,,,,,0,,2.2,,,,,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2003.8.20,2003-08-20 00:00:00,AB,2003,8,20,16.1,,11.4,,20.8,,2.8,,2.8,,0,,0,,,,,,0,,1.9,,,,,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2003.8.21,2003-08-21 00:00:00,AB,2003,8,21,17.4,,12,,22.7,,0,,0,,0,,0,,,,,,0,,0.6,,,,,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2003.8.22,2003-08-22 00:00:00,AB,2003,8,22,17.7,,12.3,,23.1,,0,,0,,0,,0,,,,,,0,,0.3,,,,,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2003.8.23,2003-08-23 00:00:00,AB,2003,8,23,14.9,,11.4,,18.4,,0.2,,0.2,,0,,0,,,,,,0,,3.1,,,,,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2003.8.24,2003-08-24 00:00:00,AB,2003,8,24,13.8,,6.9,,20.6,,0,,0,,0,,0,,,,,,0,,4.2,,,,,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2003.8.25,2003-08-25 00:00:00,AB,2003,8,25,14.8,,9.9,,19.7,,0,,0,,0,,0,,,,,,0,,3.2,,,,,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2003.8.26,2003-08-26 00:00:00,AB,2003,8,26,17.5,,11,,23.9,,0,,0,,0,,0,,,,,,0,,0.5,,,,,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2003.8.27,2003-08-27 00:00:00,AB,2003,8,27,13.5,,10.4,,16.5,,22.4,,22.4,,0,,0,,,,,,0,,4.5,,,,,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2003.8.28,2003-08-28 00:00:00,AB,2003,8,28,15.2,,10.8,,19.6,,9.8,,9.8,,0,,0,,,,,,0,,2.8,,,,,
