date,max_dew_point_v,max_dew_point_s,max_dew_point_c,max_dew_point_d,max_relative_humidity_v,max_relative_humidity_s,max_relative_humidity_c,max_relative_humidity_d,max_temperature_v,max_temperature_s,max_temperature_c,max_temperature_d,max_wind_speed_v,max_wind_speed_s,max_wind_speed_c,max_wind_speed_d,min_dew_point_v,min_dew_point_s,min_dew_point_c,min_dew_point_d,min_relative_humidity_v,min_relative_humidity_s,min_relative_humidity_c,min_relative_humidity_d,min_temperature_v,min_temperature_s,min_temperature_c,min_temperature_d,min_wind_speed_v,min_wind_speed_s,min_wind_speed_c,min_wind_speed_d,precipitation_v,precipitation_s,precipitation_c,precipitation_d,rain_v,rain_s,rain_c,rain_d,snow_v,snow_s,snow_c,snow_d,snow_on_ground_v,snow_on_ground_s,snow_on_ground_c,snow_on_ground_d,solar_radiation_v,solar_radiation_s,solar_radiation_c,solar_radiation_d
2006-11-01,1.44,1.49,30,"1976-11-01 2005-11-01",88.97,3.14,30,"1976-11-01 2005-11-01",5.61,1.67,30,"1976-11-01 2005-11-01",26.74,3.14,30,"1976-11-01 2005-11-01",-5.31,1.72,30,"1976-11-01 2005-11-01",61.39,4.36,30,"1976-11-01 2005-11-01",-1.95,1.54,30,"1976-11-01 2005-11-01",5.13,1.13,30,"1976-11-01 2005-11-01",95.61,36.65,30,"1976-11-01 2005-11-01",74.76,31.61,30,"1976-11-01 2005-11-01",20.75,17.19,30,"1976-11-01 2005-11-01",1,1.01,30,"1976-11-01 2005-11-01",,,,
2006-10-01,6.87,1.26,30,"1976-10-01 2005-10-01",90.29,1.92,30,"1976-10-01 2005-10-01",12.75,1.43,30,"1976-10-01 2005-10-01",24.82,3.35,30,"1976-10-01 2005-10-01",0.78,1.45,30,"1976-10-01 2005-10-01",56.93,3.07,30,"1976-10-01 2005-10-01",3.62,1.46,30,"1976-10-01 2005-10-01",4.39,1.26,30,"1976-10-01 2005-10-01",86.18,42.03,30,"1976-10-01 2005-10-01",83.87,42.63,30,"1976-10-01 2005-10-01",2.05,4.9,30,"1976-10-01 2005-10-01",0,0.05,30,"1976-10-01 2005-10-01",,,,
2006-09-01,13.3,1.13,30,"1976-09-01 2005-09-01",91.6,2.62,30,"1976-09-01 2005-09-01",20.17,1.71,30,"1976-09-01 2005-09-01",22.67,2.55,30,"1976-09-01 2005-09-01",7.43,1.57,30,"1976-09-01 2005-09-01",55.58,4.53,30,"1976-09-01 2005-09-01",9.8,1.69,30,"1976-09-01 2005-09-01",3.23,1.08,30,"1976-09-01 2005-09-01",88.81,34.97,30,"1976-09-01 2005-09-01",88.81,34.97,30,"1976-09-01 2005-09-01",0,0,30,"1976-09-01 2005-09-01",0,0,30,"1976-09-01 2005-09-01",,,,
2006-08-01,16.99,0.96,30,"1976-08-01 2005-08-01",90.41,2.99,30,"1976-08-01 2005-08-01",25.1,1.38,30,"1976-08-01 2005-08-01",21.63,2.67,30,"1976-08-01 2005-08-01",11.9,1.13,30,"1976-08-01 2005-08-01",52.88,4.07,30,"1976-08-01 2005-08-01",14.62,1.24,30,"1976-08-01 2005-08-01",2.7,0.98,30,"1976-08-01 2005-08-01",90.47,37.32,30,"1976-08-01 2005-08-01",90.47,37.32,30,"1976-08-01 2005-08-01",0,0,30,"1976-08-01 2005-08-01",0,0,30,"1976-08-01 2005-08-01",,,,
2006-07-01,17.42,1.01,30,"1976-07-01 2005-07-01",88.16,3.35,30,"1976-07-01 2005-07-01",26.23,1.09,30,"1976-07-01 2005-07-01",22.68,3.41,30,"1976-07-01 2005-07-01",12.36,1.06,30,"1976-07-01 2005-07-01",50.84,3.8,30,"1976-07-01 2005-07-01",15.73,1,30,"1976-07-01 2005-07-01",3.23,1.17,30,"1976-07-01 2005-07-01",85.15,38.49,30,"1976-07-01 2005-07-01",85.15,38.49,30,"1976-07-01 2005-07-01",0,0,30,"1976-07-01 2005-07-01",0,0,30,"1976-07-01 2005-07-01",,,,
2006-06-01,14.79,1.41,30,"1976-06-01 2005-06-01",86.96,4.4,30,"1976-06-01 2005-06-01",23.73,1.46,30,"1976-06-01 2005-06-01",24.15,2.74,30,"1976-06-01 2005-06-01",8.96,1.67,30,"1976-06-01 2005-06-01",49.55,4.82,30,"1976-06-01 2005-06-01",12.86,1.4,30,"1976-06-01 2005-06-01",3.57,1.04,30,"1976-06-01 2005-06-01",82.64,27.29,30,"1976-06-01 2005-06-01",82.64,27.29,30,"1976-06-01 2005-06-01",0,0,30,"1976-06-01 2005-06-01",0,0,30,"1976-06-01 2005-06-01",,,,
2006-05-01,9.33,1.49,30,"1976-05-01 2005-05-01",83.7,3.93,30,"1976-05-01 2005-05-01",18.98,1.92,30,"1976-05-01 2005-05-01",25.81,3.1,30,"1976-05-01 2005-05-01",2.69,1.53,30,"1976-05-01 2005-05-01",44.22,4.69,30,"1976-05-01 2005-05-01",7.76,1.37,30,"1976-05-01 2005-05-01",4.14,1.42,30,"1976-05-01 2005-05-01",77.06,31.5,30,"1976-05-01 2005-05-01",76.85,31.31,30,"1976-05-01 2005-05-01",0.21,0.88,30,"1976-05-01 2005-05-01",0,0,30,"1976-05-01 2005-05-01",,,,
2006-04-01,2.42,1.57,30,"1976-04-01 2005-04-01",81.79,5.31,30,"1976-04-01 2005-04-01",11.24,1.65,30,"1976-04-01 2005-04-01",27.62,2.87,30,"1976-04-01 2005-04-01",-4.42,1.88,30,"1976-04-01 2005-04-01",45.22,5.17,30,"1976-04-01 2005-04-01",0.9,1.41,30,"1976-04-01 2005-04-01",5.13,1.2,30,"1976-04-01 2005-04-01",82.51,40.35,30,"1976-04-01 2005-04-01",69.15,35.64,30,"1976-04-01 2005-04-01",12.2,12.91,30,"1976-04-01 2005-04-01",0.7,1.52,30,"1976-04-01 2005-04-01",,,,
2006-03-01,-3.69,2.08,30,"1976-03-01 2005-03-01",82.52,5.55,30,"1976-03-01 2005-03-01",2.39,1.88,30,"1976-03-01 2005-03-01",27.16,3.66,30,"1976-03-01 2005-03-01",-11.4,2.54,30,"1976-03-01 2005-03-01",52.23,4.3,30,"1976-03-01 2005-03-01",-6.65,2.06,30,"1976-03-01 2005-03-01",4.9,1.42,30,"1976-03-01 2005-03-01",71.59,26.34,30,"1976-03-01 2005-03-01",32.32,18.33,30,"1976-03-01 2005-03-01",36.9,20.8,30,"1976-03-01 2005-03-01",10.1,9.03,30,"1976-03-01 2005-03-01",,,,
2006-02-01,-8.31,3.3,30,"1976-02-01 2005-02-01",82.54,5.32,30,"1976-02-01 2005-02-01",-3.52,2.82,30,"1976-02-01 2005-02-01",26.96,4,30,"1976-02-01 2005-02-01",-16.9,3.4,30,"1976-02-01 2005-02-01",55.97,4.73,30,"1976-02-01 2005-02-01",-12.68,3.01,30,"1976-02-01 2005-02-01",4.32,1.15,30,"1976-02-01 2005-02-01",58.19,25.44,30,"1976-02-01 2005-02-01",19.49,20.37,30,"1976-02-01 2005-02-01",39.28,19.67,30,"1976-02-01 2005-02-01",15.2,10.36,30,"1976-02-01 2005-02-01",,,,
2006-01-01,-9.89,3.29,30,"1976-01-01 2005-01-01",83.05,4.49,30,"1976-01-01 2005-01-01",-5.9,2.98,30,"1976-01-01 2005-01-01",28.28,3.72,30,"1976-01-01 2005-01-01",-18.82,3.68,30,"1976-01-01 2005-01-01",59.63,5.15,30,"1976-01-01 2005-01-01",-14.72,3.32,30,"1976-01-01 2005-01-01",5.35,2.07,30,"1976-01-01 2005-01-01",75.19,36.19,30,"1976-01-01 2005-01-01",24.79,21.12,30,"1976-01-01 2005-01-01",50.92,21.59,30,"1976-01-01 2005-01-01",12.9,8.33,30,"1976-01-01 2005-01-01",,,,
2005-12-01,-5.52,3.14,30,"1975-12-01 2004-12-01",86.66,4.02,30,"1975-12-01 2004-12-01",-1.93,2.96,30,"1975-12-01 2004-12-01",27.15,3.44,30,"1975-12-01 2004-12-01",-13.62,4.04,30,"1975-12-01 2004-12-01",63.24,3.57,30,"1975-12-01 2004-12-01",-10.17,3.71,30,"1975-12-01 2004-12-01",4.92,1.42,30,"1975-12-01 2004-12-01",77.52,35.48,30,"1975-12-01 2004-12-01",35.54,26.79,30,"1975-12-01 2004-12-01",43.7,23.4,30,"1975-12-01 2004-12-01",6.9,5.01,30,"1975-12-01 2004-12-01",,,,
2005-11-01,1.47,1.53,30,"1975-11-01 2004-11-01",89.05,3.19,30,"1975-11-01 2004-11-01",5.63,1.69,30,"1975-11-01 2004-11-01",26.72,3.11,30,"1975-11-01 2004-11-01",-5.25,1.76,30,"1975-11-01 2004-11-01",61.38,4.36,30,"1975-11-01 2004-11-01",-1.9,1.59,30,"1975-11-01 2004-11-01",5.09,1.11,30,"1975-11-01 2004-11-01",96.41,36.91,30,"1975-11-01 2004-11-01",74.98,31.68,30,"1975-11-01 2004-11-01",21.44,17.31,30,"1975-11-01 2004-11-01",1.1,1.05,30,"1975-11-01 2004-11-01",,,,
2005-10-01,6.85,1.25,30,"1975-10-01 2004-10-01",90.31,1.92,30,"1975-10-01 2004-10-01",12.76,1.43,30,"1975-10-01 2004-10-01",25.04,3.62,30,"1975-10-01 2004-10-01",0.69,1.31,30,"1975-10-01 2004-10-01",56.61,2.57,30,"1975-10-01 2004-10-01",3.54,1.37,30,"1975-10-01 2004-10-01",4.37,1.22,30,"1975-10-01 2004-10-01",82.59,36.55,30,"1975-10-01 2004-10-01",80.28,37.01,30,"1975-10-01 2004-10-01",2.05,4.9,30,"1975-10-01 2004-10-01",0,0.05,30,"1975-10-01 2004-10-01",,,,
2005-09-01,13.23,1.08,30,"1975-09-01 2004-09-01",91.75,2.7,30,"1975-09-01 2004-09-01",20.04,1.68,30,"1975-09-01 2004-09-01",22.75,2.72,30,"1975-09-01 2004-09-01",7.37,1.51,30,"1975-09-01 2004-09-01",55.77,4.64,30,"1975-09-01 2004-09-01",9.7,1.63,30,"1975-09-01 2004-09-01",3.28,1.16,30,"1975-09-01 2004-09-01",92.63,42.8,30,"1975-09-01 2004-09-01",92.63,42.8,30,"1975-09-01 2004-09-01",0,0,30,"1975-09-01 2004-09-01",0,0,30,"1975-09-01 2004-09-01",,,,
2005-08-01,16.96,0.93,30,"1975-08-01 2004-08-01",90.49,2.97,30,"1975-08-01 2004-08-01",25.07,1.35,30,"1975-08-01 2004-08-01",21.72,2.79,30,"1975-08-01 2004-08-01",11.85,1.11,30,"1975-08-01 2004-08-01",52.83,4.11,30,"1975-08-01 2004-08-01",14.55,1.18,30,"1975-08-01 2004-08-01",2.71,0.99,30,"1975-08-01 2004-08-01",88.94,36.44,30,"1975-08-01 2004-08-01",88.94,36.44,30,"1975-08-01 2004-08-01",0,0,30,"1975-08-01 2004-08-01",0,0,30,"1975-08-01 2004-08-01",,,,
2005-07-01,17.44,1.03,30,"1975-07-01 2004-07-01",88.35,3.27,30,"1975-07-01 2004-07-01",26.24,1.11,30,"1975-07-01 2004-07-01",22.95,3.74,30,"1975-07-01 2004-07-01",12.38,1.08,30,"1975-07-01 2004-07-01",50.84,3.8,30,"1975-07-01 2004-07-01",15.73,1.01,30,"1975-07-01 2004-07-01",3.27,1.21,30,"1975-07-01 2004-07-01",86.13,39.85,30,"1975-07-01 2004-07-01",86.13,39.85,30,"1975-07-01 2004-07-01",0,0,30,"1975-07-01 2004-07-01",0,0,30,"1975-07-01 2004-07-01",,,,
2005-06-01,14.75,1.35,30,"1975-06-01 2004-06-01",87.16,4.37,30,"1975-06-01 2004-06-01",23.63,1.35,30,"1975-06-01 2004-06-01",24.27,2.83,30,"1975-06-01 2004-06-01",8.91,1.6,30,"1975-06-01 2004-06-01",49.59,4.84,30,"1975-06-01 2004-06-01",12.77,1.27,30,"1975-06-01 2004-06-01",3.64,1.14,30,"1975-06-01 2004-06-01",81.24,25.92,30,"1975-06-01 2004-06-01",81.24,25.92,30,"1975-06-01 2004-06-01",0,0,30,"1975-06-01 2004-06-01",0,0,30,"1975-06-01 2004-06-01",,,,
2005-05-01,9.49,1.46,30,"1975-05-01 2004-05-01",83.83,3.83,30,"1975-05-01 2004-05-01",19.18,1.96,30,"1975-05-01 2004-05-01",25.67,3.1,30,"1975-05-01 2004-05-01",2.78,1.55,30,"1975-05-01 2004-05-01",44.08,4.73,30,"1975-05-01 2004-05-01",7.86,1.42,30,"1975-05-01 2004-05-01",4.03,1.35,30,"1975-05-01 2004-05-01",78.07,30.87,30,"1975-05-01 2004-05-01",77.85,30.69,30,"1975-05-01 2004-05-01",0.21,0.88,30,"1975-05-01 2004-05-01",0,0,30,"1975-05-01 2004-05-01",,,,
2005-04-01,2.33,1.66,30,"1975-04-01 2004-04-01",82.03,5.19,30,"1975-04-01 2004-04-01",11.05,1.73,30,"1975-04-01 2004-04-01",27.66,2.91,30,"1975-04-01 2004-04-01",-4.48,1.91,30,"1975-04-01 2004-04-01",45.54,5.01,30,"1975-04-01 2004-04-01",0.79,1.45,30,"1975-04-01 2004-04-01",5.18,1.21,30,"1975-04-01 2004-04-01",79.23,37.94,30,"1975-04-01 2004-04-01",64.78,32.26,30,"1975-04-01 2004-04-01",13.28,13.21,30,"1975-04-01 2004-04-01",0.8,1.59,30,"1975-04-01 2004-04-01",,,,
2005-03-01,-3.6,2.02,30,"1975-03-01 2004-03-01",82.99,5.55,30,"1975-03-01 2004-03-01",2.36,1.9,30,"1975-03-01 2004-03-01",27.25,3.71,30,"1975-03-01 2004-03-01",-11.38,2.53,30,"1975-03-01 2004-03-01",52.57,4.16,30,"1975-03-01 2004-03-01",-6.67,2.08,30,"1975-03-01 2004-03-01",4.9,1.42,30,"1975-03-01 2004-03-01",72.89,25.9,30,"1975-03-01 2004-03-01",33.96,18.77,30,"1975-03-01 2004-03-01",36.64,20.94,30,"1975-03-01 2004-03-01",10.1,9.04,30,"1975-03-01 2004-03-01",,,,
2005-02-01,-8.34,3.29,30,"1975-02-01 2004-02-01",82.55,5.33,30,"1975-02-01 2004-02-01",-3.6,2.79,30,"1975-02-01 2004-02-01",27.1,3.94,30,"1975-02-01 2004-02-01",-16.93,3.39,30,"1975-02-01 2004-02-01",56.19,4.77,30,"1975-02-01 2004-02-01",-12.69,3.01,30,"1975-02-01 2004-02-01",4.41,1.13,30,"1975-02-01 2004-02-01",58.29,25.39,30,"1975-02-01 2004-02-01",19.77,20.25,30,"1975-02-01 2004-02-01",39.13,19.7,30,"1975-02-01 2004-02-01",15.6,10.22,30,"1975-02-01 2004-02-01",,,,
2005-01-01,-9.76,3.33,30,"1975-01-01 2004-01-01",83.14,4.5,30,"1975-01-01 2004-01-01",-5.8,3.01,30,"1975-01-01 2004-01-01",28.35,3.7,30,"1975-01-01 2004-01-01",-18.71,3.69,30,"1975-01-01 2004-01-01",59.88,5.11,30,"1975-01-01 2004-01-01",-14.64,3.33,30,"1975-01-01 2004-01-01",5.34,2.08,30,"1975-01-01 2004-01-01",75.1,36.22,30,"1975-01-01 2004-01-01",24.5,21.25,30,"1975-01-01 2004-01-01",51.39,21.51,30,"1975-01-01 2004-01-01",13.1,8.22,30,"1975-01-01 2004-01-01",,,,
2004-12-01,-5.43,3.18,30,"1974-12-01 2003-12-01",86.78,4.18,30,"1974-12-01 2003-12-01",-1.85,2.97,30,"1974-12-01 2003-12-01",26.83,3.56,30,"1974-12-01 2003-12-01",-13.42,4.13,30,"1974-12-01 2003-12-01",63.43,3.9,30,"1974-12-01 2003-12-01",-9.99,3.75,30,"1974-12-01 2003-12-01",4.87,1.43,30,"1974-12-01 2003-12-01",76.27,34.34,30,"1974-12-01 2003-12-01",34.41,25.8,30,"1974-12-01 2003-12-01",43.76,23.42,30,"1974-12-01 2003-12-01",7.2,5.16,30,"1974-12-01 2003-12-01",,,,
2004-11-01,1.44,1.53,30,"1974-11-01 2003-11-01",89.14,3.25,30,"1974-11-01 2003-11-01",5.58,1.69,30,"1974-11-01 2003-11-01",26.56,3.27,30,"1974-11-01 2003-11-01",-5.25,1.76,30,"1974-11-01 2003-11-01",61.56,4.42,30,"1974-11-01 2003-11-01",-1.93,1.59,30,"1974-11-01 2003-11-01",5.12,1.05,30,"1974-11-01 2003-11-01",96.41,36.91,30,"1974-11-01 2003-11-01",74.54,31.6,30,"1974-11-01 2003-11-01",21.89,16.93,30,"1974-11-01 2003-11-01",1.1,1.04,30,"1974-11-01 2003-11-01",,,,
2004-10-01,6.76,1.34,30,"1974-10-01 2003-10-01",90.2,1.98,30,"1974-10-01 2003-10-01",12.66,1.46,30,"1974-10-01 2003-10-01",24.93,3.62,30,"1974-10-01 2003-10-01",0.5,1.53,30,"1974-10-01 2003-10-01",56.45,2.83,30,"1974-10-01 2003-10-01",3.39,1.55,30,"1974-10-01 2003-10-01",4.27,1.19,30,"1974-10-01 2003-10-01",82.3,36.95,30,"1974-10-01 2003-10-01",79.99,37.38,30,"1974-10-01 2003-10-01",2.05,4.9,30,"1974-10-01 2003-10-01",0,0.05,30,"1974-10-01 2003-10-01",,,,
2004-09-01,13.15,1.07,30,"1974-09-01 2003-09-01",91.86,2.72,30,"1974-09-01 2003-09-01",19.93,1.68,30,"1974-09-01 2003-09-01",22.68,2.7,30,"1974-09-01 2003-09-01",7.28,1.51,30,"1974-09-01 2003-09-01",55.89,4.65,30,"1974-09-01 2003-09-01",9.59,1.65,30,"1974-09-01 2003-09-01",3.24,1.17,30,"1974-09-01 2003-09-01",91.79,43.45,30,"1974-09-01 2003-09-01",91.79,43.45,30,"1974-09-01 2003-09-01",0,0,30,"1974-09-01 2003-09-01",0,0,30,"1974-09-01 2003-09-01",,,,
2004-08-01,16.96,0.93,30,"1974-08-01 2003-08-01",90.54,3.01,30,"1974-08-01 2003-08-01",25.1,1.33,30,"1974-08-01 2003-08-01",21.55,2.8,30,"1974-08-01 2003-08-01",11.87,1.12,30,"1974-08-01 2003-08-01",52.86,4.13,30,"1974-08-01 2003-08-01",14.52,1.19,30,"1974-08-01 2003-08-01",2.66,0.94,30,"1974-08-01 2003-08-01",87.07,37.75,30,"1974-08-01 2003-08-01",87.07,37.75,30,"1974-08-01 2003-08-01",0,0,30,"1974-08-01 2003-08-01",0,0,30,"1974-08-01 2003-08-01",,,,
2004-07-01,17.43,1.02,30,"1974-07-01 2003-07-01",88.41,3.31,30,"1974-07-01 2003-07-01",26.22,1.12,30,"1974-07-01 2003-07-01",23.04,3.8,30,"1974-07-01 2003-07-01",12.32,1.06,30,"1974-07-01 2003-07-01",50.93,3.89,30,"1974-07-01 2003-07-01",15.67,1,30,"1974-07-01 2003-07-01",3.32,1.23,30,"1974-07-01 2003-07-01",86.31,40.11,30,"1974-07-01 2003-07-01",86.31,40.11,30,"1974-07-01 2003-07-01",0,0,30,"1974-07-01 2003-07-01",0,0,30,"1974-07-01 2003-07-01",,,,
2004-06-01,14.8,1.33,30,"1974-06-01 2003-06-01",87.3,4.4,30,"1974-06-01 2003-06-01",23.63,1.35,30,"1974-06-01 2003-06-01",24.14,2.59,30,"1974-06-01 2003-06-01",8.98,1.57,30,"1974-06-01 2003-06-01",49.86,4.76,30,"1974-06-01 2003-06-01",12.81,1.26,30,"1974-06-01 2003-06-01",3.68,1.18,30,"1974-06-01 2003-06-01",81.31,25.87,30,"1974-06-01 2003-06-01",81.31,25.87,30,"1974-06-01 2003-06-01",0,0,30,"1974-06-01 2003-06-01",0,0,30,"1974-06-01 2003-06-01",,,,
2004-05-01,9.38,1.48,30,"1974-05-01 2003-05-01",83.93,3.98,30,"1974-05-01 2003-05-01",19.03,2.12,30,"1974-05-01 2003-05-01",25.58,2.99,30,"1974-05-01 2003-05-01",2.75,1.56,30,"1974-05-01 2003-05-01",44.37,4.93,30,"1974-05-01 2003-05-01",7.78,1.48,30,"1974-05-01 2003-05-01",4.03,1.35,30,"1974-05-01 2003-05-01",78.84,31.24,30,"1974-05-01 2003-05-01",78.63,31.06,30,"1974-05-01 2003-05-01",0.21,0.88,30,"1974-05-01 2003-05-01",0,0,30,"1974-05-01 2003-05-01",,,,
2004-04-01,2.41,1.63,30,"1974-04-01 2003-04-01",82.62,4.5,30,"1974-04-01 2003-04-01",11.01,1.74,30,"1974-04-01 2003-04-01",27.46,2.61,30,"1974-04-01 2003-04-01",-4.4,1.85,30,"1974-04-01 2003-04-01",45.92,4.98,30,"1974-04-01 2003-04-01",0.77,1.46,30,"1974-04-01 2003-04-01",5.08,1.23,30,"1974-04-01 2003-04-01",80.15,38.02,30,"1974-04-01 2003-04-01",65.38,32.4,30,"1974-04-01 2003-04-01",13.63,13.13,30,"1974-04-01 2003-04-01",0.9,1.6,30,"1974-04-01 2003-04-01",,,,
2004-03-01,-3.65,2.02,30,"1974-03-01 2003-03-01",83.35,5.27,30,"1974-03-01 2003-03-01",2.23,1.92,30,"1974-03-01 2003-03-01",27.42,3.98,30,"1974-03-01 2003-03-01",-11.49,2.57,30,"1974-03-01 2003-03-01",52.63,4.13,30,"1974-03-01 2003-03-01",-6.8,2.07,30,"1974-03-01 2003-03-01",4.99,1.5,30,"1974-03-01 2003-03-01",74.03,26.03,30,"1974-03-01 2003-03-01",33.92,18.75,30,"1974-03-01 2003-03-01",37.92,20.53,30,"1974-03-01 2003-03-01",10.4,8.89,30,"1974-03-01 2003-03-01",,,,
2004-02-01,-8.42,3.33,30,"1974-02-01 2003-02-01",82.62,5.28,30,"1974-02-01 2003-02-01",-3.7,2.82,30,"1974-02-01 2003-02-01",27.03,3.91,30,"1974-02-01 2003-02-01",-16.98,3.4,30,"1974-02-01 2003-02-01",56.3,4.73,30,"1974-02-01 2003-02-01",-12.74,3.02,30,"1974-02-01 2003-02-01",4.37,1.15,30,"1974-02-01 2003-02-01",58.31,25.37,30,"1974-02-01 2003-02-01",20.43,20.01,30,"1974-02-01 2003-02-01",38.59,19.96,30,"1974-02-01 2003-02-01",15.8,10.22,30,"1974-02-01 2003-02-01",,,,
2004-01-01,-9.54,3.1,30,"1974-01-01 2003-01-01",83.31,4.34,30,"1974-01-01 2003-01-01",-5.59,2.82,30,"1974-01-01 2003-01-01",28.25,3.54,30,"1974-01-01 2003-01-01",-18.54,3.58,30,"1974-01-01 2003-01-01",60.01,5.01,30,"1974-01-01 2003-01-01",-14.49,3.24,30,"1974-01-01 2003-01-01",5.08,1.93,30,"1974-01-01 2003-01-01",76.11,35.48,30,"1974-01-01 2003-01-01",25.42,20.97,30,"1974-01-01 2003-01-01",51.68,21.28,30,"1974-01-01 2003-01-01",13.8,8.49,30,"1974-01-01 2003-01-01",,,,
2003-12-01,-5.43,3.18,30,"1973-12-01 2002-12-01",86.72,4.13,30,"1973-12-01 2002-12-01",-1.85,2.97,30,"1973-12-01 2002-12-01",26.64,3.41,30,"1973-12-01 2002-12-01",-13.44,4.12,30,"1973-12-01 2002-12-01",63.5,3.98,30,"1973-12-01 2002-12-01",-10.02,3.74,30,"1973-12-01 2002-12-01",4.83,1.41,30,"1973-12-01 2002-12-01",75.83,33.28,30,"1973-12-01 2002-12-01",33.92,24.79,30,"1973-12-01 2002-12-01",43.99,23.68,30,"1973-12-01 2002-12-01",7.3,5.25,30,"1973-12-01 2002-12-01",,,,
2003-11-01,1.36,1.54,30,"1973-11-01 2002-11-01",89.19,3.26,30,"1973-11-01 2002-11-01",5.5,1.7,30,"1973-11-01 2002-11-01",26.45,3.07,30,"1973-11-01 2002-11-01",-5.3,1.76,30,"1973-11-01 2002-11-01",61.72,4.41,30,"1973-11-01 2002-11-01",-1.98,1.59,30,"1973-11-01 2002-11-01",5.16,1.15,30,"1973-11-01 2002-11-01",94.02,36.74,30,"1973-11-01 2002-11-01",72.04,29.96,30,"1973-11-01 2002-11-01",22.01,16.8,30,"1973-11-01 2002-11-01",1.1,1.02,30,"1973-11-01 2002-11-01",,,,
2003-10-01,6.79,1.34,30,"1973-10-01 2002-10-01",90.05,1.93,30,"1973-10-01 2002-10-01",12.73,1.47,30,"1973-10-01 2002-10-01",24.74,3.53,30,"1973-10-01 2002-10-01",0.5,1.54,30,"1973-10-01 2002-10-01",56.37,2.8,30,"1973-10-01 2002-10-01",3.4,1.56,30,"1973-10-01 2002-10-01",4.25,1.19,30,"1973-10-01 2002-10-01",79,34.53,30,"1973-10-01 2002-10-01",76.69,34.78,30,"1973-10-01 2002-10-01",2.05,4.9,30,"1973-10-01 2002-10-01",0,0.05,30,"1973-10-01 2002-10-01",,,,
2003-09-01,13.05,1.03,30,"1973-09-01 2002-09-01",91.82,2.72,30,"1973-09-01 2002-09-01",19.82,1.59,30,"1973-09-01 2002-09-01",22.53,2.47,30,"1973-09-01 2002-09-01",7.19,1.46,30,"1973-09-01 2002-09-01",55.98,4.61,30,"1973-09-01 2002-09-01",9.47,1.56,30,"1973-09-01 2002-09-01",3.17,1.14,30,"1973-09-01 2002-09-01",91.37,43.39,30,"1973-09-01 2002-09-01",91.37,43.39,30,"1973-09-01 2002-09-01",0,0,30,"1973-09-01 2002-09-01",0,0,30,"1973-09-01 2002-09-01",,,,
2003-08-01,16.98,0.97,30,"1973-08-01 2002-08-01",90.63,3.03,30,"1973-08-01 2002-08-01",25.13,1.37,30,"1973-08-01 2002-08-01",21.4,2.65,30,"1973-08-01 2002-08-01",11.9,1.19,30,"1973-08-01 2002-08-01",52.91,4.18,30,"1973-08-01 2002-08-01",14.53,1.2,30,"1973-08-01 2002-08-01",2.61,0.88,30,"1973-08-01 2002-08-01",87.39,37.72,30,"1973-08-01 2002-08-01",87.39,37.72,30,"1973-08-01 2002-08-01",0,0,30,"1973-08-01 2002-08-01",0,0,30,"1973-08-01 2002-08-01",,,,
2003-07-01,17.45,1.03,30,"1973-07-01 2002-07-01",88.52,3.3,30,"1973-07-01 2002-07-01",26.24,1.13,30,"1973-07-01 2002-07-01",22.86,3.61,30,"1973-07-01 2002-07-01",12.32,1.06,30,"1973-07-01 2002-07-01",50.9,3.91,30,"1973-07-01 2002-07-01",15.65,0.99,30,"1973-07-01 2002-07-01",3.33,1.23,30,"1973-07-01 2002-07-01",87.05,39.71,30,"1973-07-01 2002-07-01",87.05,39.71,30,"1973-07-01 2002-07-01",0,0,30,"1973-07-01 2002-07-01",0,0,30,"1973-07-01 2002-07-01",,,,
2003-06-01,14.91,1.31,30,"1973-06-01 2002-06-01",87.85,3.74,30,"1973-06-01 2002-06-01",23.64,1.35,30,"1973-06-01 2002-06-01",24.01,2.44,30,"1973-06-01 2002-06-01",9.08,1.57,30,"1973-06-01 2002-06-01",50.31,4.61,30,"1973-06-01 2002-06-01",12.81,1.26,30,"1973-06-01 2002-06-01",3.65,1.16,30,"1973-06-01 2002-06-01",82.07,25.86,30,"1973-06-01 2002-06-01",82.07,25.86,30,"1973-06-01 2002-06-01",0,0,30,"1973-06-01 2002-06-01",0,0,30,"1973-06-01 2002-06-01",,,,
2003-05-01,9.45,1.42,30,"1973-05-01 2002-05-01",84.51,3.68,30,"1973-05-01 2002-05-01",18.97,2.16,30,"1973-05-01 2002-05-01",25.65,3.03,30,"1973-05-01 2002-05-01",2.83,1.58,30,"1973-05-01 2002-05-01",44.76,5.23,30,"1973-05-01 2002-05-01",7.74,1.48,30,"1973-05-01 2002-05-01",4.15,1.41,30,"1973-05-01 2002-05-01",79.17,31.62,30,"1973-05-01 2002-05-01",78.96,31.45,30,"1973-05-01 2002-05-01",0.21,0.88,30,"1973-05-01 2002-05-01",0,0,30,"1973-05-01 2002-05-01",,,,
